#121 1000 0.1 1 1
1	1.05228	1.1041	1.155	1.20453	1.25228	1.29786	1.34091	1.38112	1.41822	1.452	1.4823	1.50902	1.5321	1.55155	1.56746	1.57994	1.58918	1.59541	1.59891	1.6	1.59904	1.5964	1.59251	1.58779	1.58266	1.57756	1.57291	1.56913	1.5666	1.56569	1.5667	1.56994	1.57563	1.58396	1.59506	1.60902	1.62584	1.64549	1.66786	1.69282	1.72015	1.74959	1.78083	1.81355	1.84734	1.88182	1.91654	1.95106	1.98493	2.01769	2.04891	2.07815	2.10501	2.12911	2.15012	2.16773	2.18169	2.19181	2.19795	2.2	2.19795	2.19181	2.18169	2.16773	2.15012	2.12911	2.10501	2.07815	2.04891	2.01769	1.98492	1.95106	1.91654	1.88182	1.84734	1.81355	1.78083	1.74959	1.72015	1.69282	1.66786	1.64549	1.62584	1.60902	1.59506	1.58396	1.57563	1.56994	1.5667	1.56569	1.5666	1.56913	1.57291	1.57756	1.58266	1.58779	1.59251	1.5964	1.59904	1.6	1.59891	1.59541	1.58918	1.57994	1.56746	1.55155	1.5321	1.50902	1.4823	1.452	1.41822	1.38112	1.34091	1.29786	1.25228	1.20453	1.155	1.1041	1.05228	1
1	1.05182	1.10318	1.15363	1.20275	1.25011	1.29533	1.33807	1.37801	1.4149	1.44852	1.47872	1.50538	1.52847	1.548	1.56404	1.5767	1.58617	1.59268	1.5965	1.59795	1.59737	1.59514	1.59168	1.58738	1.58269	1.57801	1.57378	1.57038	1.56821	1.56762	1.56892	1.57239	1.57827	1.58673	1.59791	1.61188	1.62866	1.64822	1.67044	1.69519	1.72226	1.75139	1.7823	1.81463	1.84802	1.88206	1.91634	1.9504	1.98382	2.01614	2.04693	2.07577	2.10225	2.12601	2.14672	2.16408	2.17785	2.18782	2.19387	2.19589	2.19387	2.18782	2.17785	2.16408	2.14672	2.12601	2.10225	2.07577	2.04693	2.01614	1.98382	1.9504	1.91634	1.88206	1.84802	1.81463	1.7823	1.75139	1.72226	1.69519	1.67044	1.64822	1.62867	1.61188	1.59791	1.58673	1.57827	1.57239	1.56892	1.56762	1.56821	1.57038	1.57378	1.57801	1.58269	1.58738	1.59168	1.59514	1.59737	1.59795	1.5965	1.59268	1.58617	1.5767	1.56404	1.548	1.52847	1.50538	1.47872	1.44852	1.4149	1.37801	1.33807	1.29533	1.25011	1.20274	1.15363	1.10318	1.05182	1
1	1.05136	1.10227	1.15229	1.20099	1.24797	1.29284	1.33527	1.37496	1.41163	1.4451	1.47519	1.50181	1.52491	1.54451	1.56067	1.57351	1.58321	1.58999	1.59413	1.59592	1.59572	1.5939	1.59085	1.58698	1.58271	1.57845	1.57462	1.57161	1.56979	1.56951	1.57109	1.5748	1.58086	1.58945	1.60071	1.61469	1.63144	1.65089	1.67297	1.69751	1.72433	1.75316	1.78373	1.81569	1.84867	1.88229	1.91613	1.94975	1.98273	2.01461	2.04498	2.07341	2.09953	2.12296	2.14337	2.16049	2.17406	2.18389	2.18985	2.19184	2.18985	2.18389	2.17406	2.16049	2.14337	2.12296	2.09953	2.07341	2.04498	2.01461	1.98273	1.94975	1.91613	1.88229	1.84867	1.81569	1.78373	1.75316	1.72433	1.69751	1.67296	1.65089	1.63144	1.61469	1.60071	1.58945	1.58086	1.5748	1.57109	1.56951	1.56979	1.57161	1.57462	1.57845	1.58271	1.58698	1.59085	1.5939	1.59572	1.59592	1.59413	1.58999	1.58321	1.57351	1.56067	1.54451	1.52491	1.50181	1.47519	1.44509	1.41163	1.37495	1.33527	1.29284	1.24797	1.20099	1.15229	1.10227	1.05136	1
1	1.05091	1.10138	1.15097	1.19927	1.24587	1.2904	1.33253	1.37195	1.40842	1.44172	1.47172	1.49829	1.52141	1.54107	1.55735	1.57037	1.58029	1.58734	1.59179	1.59393	1.5941	1.59267	1.59003	1.58658	1.58272	1.57888	1.57544	1.5728	1.57133	1.57137	1.57322	1.57715	1.58339	1.59211	1.60344	1.61745	1.63415	1.65351	1.67544	1.69978	1.72635	1.75489	1.78512	1.81671	1.84931	1.88251	1.91592	1.9491	1.98164	2.01309	2.04305	2.07109	2.09684	2.11995	2.14007	2.15694	2.17032	2.18002	2.18589	2.18785	2.18589	2.18001	2.17032	2.15694	2.14007	2.11994	2.09684	2.07109	2.04304	2.01309	1.98164	1.9491	1.91592	1.88251	1.84931	1.81672	1.78512	1.75489	1.72635	1.69978	1.67544	1.65351	1.63415	1.61745	1.60344	1.59211	1.58339	1.57715	1.57322	1.57137	1.57133	1.5728	1.57544	1.57887	1.58272	1.58658	1.59003	1.59267	1.5941	1.59393	1.59179	1.58734	1.58029	1.57037	1.55735	1.54107	1.5214	1.49829	1.47171	1.44173	1.40841	1.37195	1.33252	1.2904	1.24587	1.19926	1.15097	1.10138	1.05091	1
1	1.05047	1.1005	1.14968	1.19757	1.2438	1.288	1.32982	1.369	1.40525	1.43841	1.4683	1.49483	1.51795	1.53769	1.55408	1.56728	1.57742	1.58473	1.58948	1.59196	1.5925	1.59146	1.58922	1.58617	1.58273	1.57928	1.57624	1.57397	1.57284	1.57318	1.5753	1.57946	1.58587	1.59472	1.60612	1.62014	1.63681	1.65607	1.67786	1.702	1.72832	1.75658	1.78648	1.81771	1.84992	1.88271	1.9157	1.94845	1.98056	2.01159	2.04113	2.0688	2.09419	2.11697	2.13682	2.15345	2.16664	2.17619	2.18198	2.18392	2.18198	2.17619	2.16663	2.15345	2.13681	2.11697	2.09419	2.06879	2.04114	2.01159	1.98056	1.94845	1.9157	1.88271	1.84992	1.81771	1.78649	1.75657	1.72833	1.702	1.67785	1.65608	1.63681	1.62014	1.60612	1.59472	1.58588	1.57946	1.5753	1.57318	1.57284	1.57397	1.57624	1.57929	1.58273	1.58618	1.58921	1.59146	1.5925	1.59195	1.58949	1.58473	1.57742	1.56728	1.55409	1.53768	1.51796	1.49482	1.46831	1.4384	1.40526	1.36898	1.32983	1.28799	1.2438	1.19758	1.14967	1.1005	1.05047	1
1	1.05003	1.09965	1.14839	1.1959	1.24177	1.28562	1.32717	1.36608	1.40216	1.43514	1.46495	1.49141	1.51457	1.53434	1.55089	1.56422	1.57459	1.58217	1.58721	1.59003	1.59091	1.59026	1.58841	1.58578	1.58272	1.57969	1.57701	1.5751	1.57432	1.57495	1.57734	1.58172	1.5883	1.59728	1.60873	1.62279	1.6394	1.65859	1.68022	1.70418	1.73026	1.75822	1.78781	1.81869	1.85051	1.8829	1.91547	1.9478	1.97949	2.0101	2.03926	2.06653	2.09157	2.11405	2.1336	2.15001	2.163	2.17243	2.17813	2.18004	2.17813	2.17242	2.16301	2.14999	2.13361	2.11403	2.09157	2.06654	2.03924	2.01012	1.97947	1.94781	1.91546	1.88291	1.8505	1.8187	1.7878	1.75824	1.73025	1.70418	1.68022	1.65859	1.63941	1.62279	1.60873	1.59728	1.58829	1.58173	1.57733	1.57496	1.57431	1.57511	1.57702	1.57967	1.58275	1.58576	1.58843	1.59026	1.59091	1.59004	1.5872	1.58217	1.57459	1.56423	1.55087	1.53436	1.51454	1.49145	1.46491	1.43517	1.40212	1.36611	1.32715	1.28563	1.24177	1.19589	1.14841	1.09964	1.05003	1
1	1.04961	1.09878	1.14716	1.19426	1.23976	1.28332	1.32453	1.36325	1.39906	1.43197	1.4616	1.48811	1.51118	1.53112	1.54767	1.56126	1.5718	1.57963	1.58499	1.5881	1.58938	1.58906	1.58764	1.58535	1.58275	1.58004	1.57778	1.57623	1.57574	1.57671	1.57933	1.58393	1.59069	1.59976	1.61134	1.62534	1.64198	1.66103	1.68255	1.70631	1.73214	1.75985	1.78909	1.81964	1.85108	1.88307	1.91523	1.94716	1.9784	2.00865	2.03737	2.0643	2.08901	2.11112	2.13046	2.14659	2.15944	2.1687	2.17434	2.17622	2.17433	2.16873	2.1594	2.14664	2.13041	2.11116	2.089	2.06427	2.03742	2.0086	1.97845	1.94713	1.91526	1.88305	1.85111	1.8196	1.78914	1.75981	1.73217	1.70629	1.68254	1.66105	1.64196	1.62536	1.61134	1.59975	1.59071	1.5839	1.57936	1.57668	1.57576	1.57622	1.57776	1.58009	1.58268	1.58541	1.58759	1.58908	1.58939	1.58807	1.58501	1.57962	1.57181	1.56124	1.54772	1.53105	1.51126	1.48801	1.4617	1.43186	1.39916	1.36316	1.3246	1.28329	1.23975	1.19429	1.14712	1.0988	1.04961	1
1	1.04917	1.09799	1.14588	1.19266	1.23782	1.28097	1.32205	1.36033	1.39617	1.42868	1.45848	1.48466	1.50806	1.52773	1.54471	1.55821	1.5691	1.57715	1.58274	1.58627	1.58778	1.58795	1.58677	1.58504	1.58264	1.58049	1.57849	1.57729	1.5772	1.57835	1.58131	1.58609	1.59299	1.60228	1.61376	1.62798	1.64439	1.6635	1.68479	1.70838	1.73402	1.76138	1.7904	1.82054	1.85163	1.88324	1.915	1.94648	1.97741	2.00712	2.03558	2.06207	2.08641	2.10835	2.12725	2.14331	2.15585	2.16508	2.17058	2.17245	2.17061	2.165	2.15596	2.14317	2.12738	2.10825	2.08643	2.06214	2.03545	2.00727	1.97727	1.94658	1.91492	1.88332	1.85153	1.82066	1.79026	1.7615	1.73393	1.70842	1.68479	1.66346	1.64444	1.62794	1.61377	1.6023	1.59294	1.58617	1.58122	1.57844	1.57713	1.5773	1.57855	1.58035	1.58282	1.58486	1.5869	1.5879	1.58777	1.58632	1.58269	1.5772	1.56905	1.55829	1.54457	1.52793	1.5078	1.48495	1.45817	1.429	1.39586	1.3606	1.32185	1.28106	1.23783	1.19258	1.14597	1.09793	1.04919	1
1	1.04882	1.09706	1.14477	1.19104	1.23581	1.2789	1.31925	1.35788	1.39285	1.42597	1.45486	1.48188	1.50434	1.52503	1.54124	1.55559	1.56626	1.57469	1.58067	1.58426	1.58644	1.58659	1.58623	1.58436	1.5829	1.58063	1.5793	1.57839	1.57845	1.58016	1.58313	1.58821	1.59538	1.60448	1.61649	1.63018	1.64708	1.66568	1.68709	1.71043	1.73574	1.76304	1.79152	1.82149	1.85215	1.88339	1.91472	1.94594	1.97618	2.00588	2.03361	2.05992	2.08401	2.10531	2.12441	2.13978	2.15254	2.16135	2.16695	2.16874	2.16684	2.16158	2.15221	2.14018	2.12404	2.10557	2.08395	2.05975	2.03396	2.00545	1.97659	1.9456	1.91499	1.88313	1.85244	1.82114	1.7919	1.76268	1.736	1.7103	1.68709	1.66578	1.64696	1.63026	1.61648	1.6044	1.59553	1.58799	1.58339	1.57991	1.57861	1.57839	1.5791	1.58103	1.58239	1.58486	1.58586	1.58677	1.58645	1.58413	1.58083	1.57453	1.56644	1.55533	1.54165	1.52445	1.50508	1.48102	1.45579	1.42502	1.39375	1.3571	1.31981	1.27861	1.23581	1.19121	1.14454	1.09723	1.04874	1
1	1.04823	1.09654	1.14333	1.18954	1.23413	1.27616	1.31753	1.35421	1.391	1.42174	1.45298	1.47732	1.50257	1.52055	1.53939	1.5519	1.56403	1.57224	1.57828	1.58286	1.58441	1.58608	1.58472	1.58478	1.58208	1.58157	1.57972	1.57935	1.58011	1.58142	1.58523	1.59031	1.5973	1.60739	1.61817	1.63339	1.64878	1.66849	1.68902	1.7124	1.73773	1.76422	1.79301	1.82218	1.85272	1.88348	1.91461	1.94496	1.97563	2.00391	2.0322	2.05769	2.08123	2.10311	2.12068	2.13717	2.14859	2.15814	2.16313	2.16506	2.16347	2.15747	2.14955	2.13607	2.12171	2.10243	2.08136	2.05817	2.03124	2.0051	1.97447	1.94597	1.91375	1.8843	1.85183	1.82321	1.79192	1.76521	1.73699	1.71279	1.68899	1.66827	1.64908	1.63317	1.61819	1.6076	1.59686	1.59093	1.58452	1.58209	1.57969	1.57932	1.58032	1.58046	1.5835	1.58339	1.58577	1.58555	1.58444	1.58316	1.57783	1.57274	1.56342	1.55276	1.53813	1.52228	1.50039	1.47985	1.45025	1.42451	1.38837	1.35647	1.3159	1.27701	1.23402	1.18914	1.1439	1.09605	1.0485	1
1	1.04831	1.09502	1.14275	1.18792	1.23157	1.27549	1.31285	1.35432	1.38495	1.42224	1.44608	1.47823	1.4953	1.52141	1.53306	1.55151	1.56011	1.57007	1.57681	1.57983	1.58453	1.58305	1.58614	1.58203	1.58427	1.58024	1.5812	1.58048	1.58066	1.58392	1.58649	1.59223	1.60039	1.60808	1.62261	1.63356	1.6531	1.66931	1.69187	1.71436	1.73888	1.76652	1.79339	1.82355	1.85294	1.88385	1.91384	1.94528	1.97324	2.00392	2.0294	2.05573	2.07957	2.0988	2.1196	2.1321	2.14672	2.15358	2.16007	2.16155	2.15906	2.15555	2.14399	2.13518	2.11679	2.10064	2.07924	2.05442	2.03203	2.0006	1.9766	1.94225	1.91652	1.88128	1.85568	1.82054	1.7965	1.76369	1.74102	1.71319	1.69207	1.66979	1.65237	1.63409	1.62259	1.60745	1.60167	1.59046	1.58849	1.58212	1.58172	1.58068	1.57947	1.58336	1.58034	1.58588	1.58317	1.58466	1.58426	1.57912	1.57807	1.56851	1.56208	1.54879	1.53691	1.51624	1.50174	1.47079	1.45411	1.41411	1.39261	1.34781	1.31758	1.2729	1.23214	1.18878	1.14129	1.09635	1.04755	1
