#121 1000 0.1 0.1 0.1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999	0.999992	0.999908	0.998909	0.987005	0.845154	-0.845154	-0.987005	-0.998909	-0.999908	-0.999992	-0.999999	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999996	0.99996	0.999605	0.996216	0.965891	0.724418	-0.724418	-0.96589	-0.996216	-0.999605	-0.99996	-0.999996	-0.999999	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998	0.999987	0.99988	0.998974	0.991763	0.940018	0.629554	-0.629553	-0.940018	-0.991762	-0.998974	-0.99988	-0.999986	-0.999998	-0.999999	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1	1	1	1	0.999999	1	1	1	0.999999	1	1	1	0.999999	1	1	1	0.999999	1	1	1	0.999999	1	1	1	0.999999	1	1	1	0.999999	1	1	1	0.999999	1	1	1	0.999999	1	1	1	0.999999	1	1	1	0.999999	1	1	1	0.999999	1	1	1	0.999999	0.999996	0.999965	0.999724	0.997923	0.985603	0.911682	0.554402	-0.554401	-0.911682	-0.985602	-0.997922	-0.999724	-0.999965	-0.999995	-0.999999	-0.999999	-1	-1	-1	-0.999999	-1	-1	-1	-0.999999	-1	-1	-1	-0.999999	-1	-1	-1	-0.999999	-1	-1	-1	-0.999999	-1	-1	-1	-0.999999	-1	-1	-1	-0.999999	-1	-1	-1	-0.999999	-1	-1	-1	-0.999999	-1	-1	-1	-0.999999	-1	-1	-1	-0.999999	-1	-1	-1	-1	-1	-1	-1	-1
1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.99999	0.999926	0.999462	0.996383	0.977903	0.882422	0.494341	-0.494341	-0.882422	-0.977902	-0.996382	-0.999462	-0.999925	-0.99999	-0.999998	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-1	-1	-1	-1	-1	-1	-1	-1
1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999997	0.99998	0.999858	0.999067	0.994315	0.968882	0.85325	0.445897	-0.445897	-0.85325	-0.968882	-0.994314	-0.999066	-0.999858	-0.999979	-0.999997	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-1	-1	-1	-1	-1	-1
1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999994	0.999962	0.999755	0.99851	0.991703	0.958778	0.82481	0.406445	-0.406445	-0.82481	-0.958778	-0.991702	-0.99851	-0.999754	-0.999962	-0.999994	-0.999998	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-1	-1	-1	-1
1	1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999998	0.999989	0.999935	0.999604	0.997772	0.988551	0.947819	0.797493	0.373995	-0.373995	-0.797493	-0.947818	-0.988551	-0.997771	-0.999604	-0.999934	-0.999989	-0.999998	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-1	-1	-1	-1
1	1	1	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999999	0.999997	0.999982	0.999894	0.999397	0.996833	0.98488	0.936215	0.771515	0.347036	-0.347036	-0.771515	-0.936215	-0.98488	-0.996832	-0.999397	-0.999893	-0.999982	-0.999996	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-0.999999	-1	-1	-1	-1
