#Methode utilisée: rk4_3.7.txt
#Max de l'erreur: 0
#Abscise de l'erreur max: 1e-05
1e-05	0.5	0.5	0
1.00012e-05	0.500001	0.5	7.7486e-07
1.00023e-05	0.500002	0.5	1.54972e-06
1.00035e-05	0.500002	0.5	2.32458e-06
1.00046e-05	0.500003	0.5	3.09944e-06
1.00058e-05	0.500004	0.5	3.8743e-06
1.00069e-05	0.500005	0.5	4.64916e-06
1.00081e-05	0.500005	0.5	5.42402e-06
1.00092e-05	0.500006	0.5	6.19888e-06
1.00104e-05	0.500007	0.5	6.97374e-06
1.00115e-05	0.500008	0.5	7.7486e-06
1.00127e-05	0.500009	0.5	8.52346e-06
1.00138e-05	0.500009	0.5	9.29832e-06
1.0015e-05	0.50001	0.5	1.00732e-05
1.00161e-05	0.500011	0.5	1.0848e-05
1.00173e-05	0.500012	0.5	1.16229e-05
1.00184e-05	0.500012	0.5	1.23978e-05
1.00196e-05	0.500013	0.5	1.31726e-05
1.00207e-05	0.500014	0.5	1.39475e-05
1.00219e-05	0.500015	0.5	1.47223e-05
1.00231e-05	0.500015	0.5	1.54972e-05
1.00242e-05	0.500016	0.5	1.62721e-05
1.00254e-05	0.500017	0.5	1.70469e-05
1.00265e-05	0.500018	0.5	1.78218e-05
1.00277e-05	0.500019	0.5	1.85966e-05
1.00288e-05	0.500019	0.5	1.93715e-05
1.003e-05	0.50002	0.5	2.01464e-05
1.00311e-05	0.500021	0.5	2.09212e-05
1.00323e-05	0.500022	0.5	2.16961e-05
1.00334e-05	0.500022	0.5	2.2471e-05
1.00346e-05	0.500023	0.5	2.32458e-05
1.00358e-05	0.500024	0.5	2.40207e-05
1.00369e-05	0.500025	0.5	2.47955e-05
1.00381e-05	0.500026	0.5	2.55704e-05
1.00392e-05	0.500026	0.5	2.63453e-05
1.00404e-05	0.500027	0.5	2.71201e-05
1.00415e-05	0.500028	0.5	2.7895e-05
1.00427e-05	0.500029	0.5	2.86698e-05
1.00439e-05	0.500029	0.5	2.94447e-05
1.0045e-05	0.50003	0.5	3.02196e-05
1.00462e-05	0.500031	0.5	3.09944e-05
1.00473e-05	0.500032	0.5	3.17693e-05
1.00485e-05	0.500033	0.5	3.25441e-05
1.00496e-05	0.500033	0.5	3.3319e-05
1.00508e-05	0.500034	0.5	3.40939e-05
1.0052e-05	0.500035	0.5	3.48687e-05
1.00531e-05	0.500036	0.5	3.56436e-05
1.00543e-05	0.500036	0.5	3.64184e-05
1.00554e-05	0.500037	0.5	3.71933e-05
1.00566e-05	0.500038	0.5	3.79682e-05
1.00577e-05	0.500039	0.5	3.8743e-05
1.00589e-05	0.50004	0.5	3.95179e-05
1.00601e-05	0.50004	0.5	4.02927e-05
1.00612e-05	0.500041	0.5	4.10676e-05
1.00624e-05	0.500042	0.5	4.18425e-05
1.00635e-05	0.500043	0.5	4.26173e-05
1.00647e-05	0.500043	0.5	4.33922e-05
1.00659e-05	0.500044	0.5	4.4167e-05
1.0067e-05	0.500045	0.5	4.49419e-05
1.00682e-05	0.500046	0.5	4.57168e-05
1.00693e-05	0.500046	0.5	4.64916e-05
1.00705e-05	0.500047	0.5	4.72665e-05
1.00716e-05	0.500048	0.5	4.80413e-05
1.00728e-05	0.500049	0.5	4.88162e-05
1.0074e-05	0.50005	0.5	4.95911e-05
1.00751e-05	0.50005	0.5	5.03659e-05
1.00763e-05	0.500051	0.5	5.11408e-05
1.00774e-05	0.500052	0.5	5.19156e-05
1.00786e-05	0.500053	0.5	5.26905e-05
1.00798e-05	0.500053	0.5	5.34654e-05
1.00809e-05	0.500054	0.5	5.42402e-05
1.00821e-05	0.500055	0.5	5.50151e-05
1.00833e-05	0.500056	0.5	5.57899e-05
1.00844e-05	0.500057	0.5	5.65648e-05
1.00856e-05	0.500057	0.5	5.73397e-05
1.00867e-05	0.500058	0.5	5.81145e-05
1.00879e-05	0.500059	0.5	5.88894e-05
1.00891e-05	0.50006	0.5	5.96642e-05
1.00902e-05	0.50006	0.5	6.04391e-05
